ApplicationID,CandidateID,JobID,ApplicationDate,Status,Source,ResumeMatch
A1909,C0194,J013,2025-05-27,Rejected,Job Portal,62
A1910,C0195,J014,2025-02-06,Interviewed,Job Portal,57
A1911,C0196,J015,2024-04-05,Shortlisted,Job Portal,56
A1912,C0197,J008,2024-05-27,Applied,Referral,68
A1913,C0198,J015,2025-03-28,Shortlisted,Job Portal,40
A1914,C0198,J002,2025-07-18,Rejected,Job Portal,54
A1915,C0198,J035,2024-03-18,Hired,Job Portal,74
A1916,C0198,J046,2024-03-23,Offered,Job Portal,75
A1917,C0198,J028,2024-01-23,Rejected,Job Portal,47
A1918,C0199,J039,2024-09-20,Rejected,Referral,61
A1919,C0199,J041,2024-06-17,Applied,LinkedIn,82
A1920,C0199,J050,2025-08-04,Rejected,Referral,44
A1921,C0199,J037,2024-01-15,Applied,Referral,73
A1922,C0199,J048,2024-09-19,Shortlisted,Referral,42
A1923,C0199,J018,2024-10-07,Rejected,Referral,47
A1924,C0199,J028,2024-06-02,Interviewed,LinkedIn,31
A1925,C0200,J049,2024-08-17,Interviewed,Campus,74
A1926,C0200,J021,2025-06-13,Shortlisted,Careers Site,49
A1927,C0201,J023,2025-05-04,Rejected,Job Portal,72
A1928,C0201,J009,2025-06-19,Rejected,Careers Site,44
A1929,C0201,J012,2025-01-14,Shortlisted,LinkedIn,68
A1930,C0201,J028,2025-08-08,Rejected,Campus,57
A1931,C0202,J007,2024-06-22,Rejected,Referral,56
A1932,C0202,J008,2024-06-01,Rejected,Job Portal,69
A1933,C0202,J037,2024-03-16,Rejected,Careers Site,69
A1934,C0202,J021,2024-07-09,Interviewed,Job Portal,40
A1935,C0202,J042,2024-01-26,Applied,Referral,65
A1936,C0202,J038,2025-06-19,Rejected,Campus,56
A1937,C0202,J002,2024-02-04,Interviewed,LinkedIn,84
A1938,C0203,J035,2024-12-25,Hired,Campus,85
A1939,C0203,J043,2024-03-12,Interviewed,Job Portal,57
A1940,C0203,J037,2024-06-24,Hired,Referral,65
A1941,C0203,J045,2024-01-14,Shortlisted,Careers Site,46
A1942,C0203,J020,2024-04-29,Rejected,Job Portal,58
A1943,C0204,J004,2024-08-23,Offered,Job Portal,61
A1944,C0204,J047,2025-01-27,Rejected,Campus,45
A1945,C0204,J028,2025-05-07,Rejected,Careers Site,35
A1946,C0204,J017,2024-11-10,Rejected,Referral,57
A1947,C0204,J044,2025-03-07,Rejected,Campus,46
A1948,C0204,J038,2025-07-20,Shortlisted,Referral,80
A1949,C0204,J025,2024-12-03,Applied,Campus,58
A1950,C0204,J013,2025-03-15,Interviewed,LinkedIn,59
A1951,C0205,J028,2024-04-07,Interviewed,LinkedIn,63
A1952,C0205,J019,2024-02-13,Rejected,Campus,47
A1953,C0205,J026,2025-01-20,Rejected,Job Portal,65
A1954,C0205,J037,2024-05-07,Interviewed,Job Portal,56
A1955,C0205,J043,2024-04-13,Rejected,Referral,45
A1956,C0206,J032,2024-04-14,Rejected,Campus,47
A1957,C0206,J027,2025-05-26,Interviewed,Campus,59
A1958,C0206,J041,2024-04-09,Rejected,Referral,55
A1959,C0206,J049,2025-05-03,Rejected,Careers Site,56
A1960,C0206,J040,2025-05-17,Rejected,Careers Site,55
A1961,C0206,J034,2024-12-16,Rejected,Referral,42
A1962,C0207,J015,2025-07-20,Interviewed,Referral,55
A1963,C0207,J036,2024-09-09,Interviewed,Referral,48
A1964,C0207,J029,2024-12-10,Shortlisted,Referral,46
A1965,C0207,J019,2025-01-17,Applied,Careers Site,43
A1966,C0207,J047,2025-06-24,Rejected,Referral,57
A1967,C0207,J009,2025-02-25,Rejected,Referral,45
A1968,C0208,J015,2025-03-31,Offered,Job Portal,50
A1969,C0208,J017,2024-01-31,Rejected,Referral,70
A1970,C0208,J049,2024-07-16,Applied,LinkedIn,50
A1971,C0208,J027,2025-03-28,Interviewed,Referral,60
A1972,C0208,J011,2024-10-04,Interviewed,Job Portal,45
A1973,C0208,J004,2025-06-12,Interviewed,Careers Site,40
A1974,C0208,J025,2025-04-17,Rejected,Job Portal,59
A1975,C0208,J047,2025-03-05,Rejected,Campus,45
A1976,C0209,J050,2025-07-26,Shortlisted,Careers Site,45
A1977,C0209,J046,2024-01-17,Rejected,Referral,31
A1978,C0209,J011,2025-02-07,Applied,Referral,41
A1979,C0209,J038,2024-04-03,Interviewed,Referral,55
A1980,C0209,J042,2024-07-29,Rejected,Careers Site,66
A1981,C0209,J043,2024-01-28,Rejected,Campus,60
A1982,C0209,J013,2025-01-07,Rejected,Careers Site,59
A1983,C0209,J002,2024-07-18,Interviewed,Campus,72
A1984,C0210,J044,2025-08-13,Applied,Careers Site,35
A1985,C0210,J050,2024-04-11,Offered,Campus,54
A1986,C0210,J019,2024-04-27,Hired,Referral,39
A1987,C0210,J001,2024-05-24,Interviewed,Campus,73
A1988,C0210,J022,2024-05-05,Interviewed,Careers Site,58
A1989,C0211,J005,2025-03-16,Rejected,Campus,33
A1990,C0211,J043,2024-11-19,Rejected,Campus,38
A1991,C0211,J026,2025-01-19,Applied,Referral,38
A1992,C0211,J019,2025-07-02,Interviewed,Job Portal,38
A1993,C0211,J013,2025-07-29,Rejected,Careers Site,48
A1994,C0212,J001,2024-07-12,Rejected,Campus,44
A1995,C0213,J033,2024-06-22,Applied,Referral,39
A1996,C0213,J008,2025-06-19,Applied,Campus,45
A1997,C0213,J043,2025-01-03,Hired,Job Portal,39
A1998,C0213,J041,2024-09-11,Interviewed,Job Portal,47
A1999,C0213,J045,2024-04-22,Rejected,LinkedIn,50
A2000,C0213,J001,2025-05-17,Applied,Job Portal,52
A2001,C0214,J038,2024-02-06,Rejected,LinkedIn,66
A2002,C0214,J007,2024-12-31,Shortlisted,LinkedIn,32
A2003,C0214,J021,2025-06-01,Interviewed,Careers Site,59
A2004,C0214,J047,2024-04-18,Applied,LinkedIn,33
A2005,C0214,J023,2024-02-11,Rejected,Job Portal,49
A2006,C0214,J035,2024-08-13,Shortlisted,Careers Site,71
A2007,C0214,J003,2024-03-06,Rejected,Campus,44
A2008,C0214,J037,2024-04-18,Rejected,LinkedIn,66
A2009,C0215,J041,2025-04-23,Rejected,Referral,43
A2010,C0216,J017,2024-12-08,Rejected,Job Portal,76
A2011,C0216,J045,2025-02-09,Rejected,LinkedIn,32
A2012,C0216,J042,2025-01-09,Rejected,Campus,58
A2013,C0216,J049,2025-01-01,Interviewed,Careers Site,39
A2014,C0216,J022,2024-08-06,Interviewed,Campus,47
A2015,C0216,J028,2025-01-23,Interviewed,LinkedIn,36
A2016,C0216,J005,2024-03-19,Rejected,Referral,56
A2017,C0217,J048,2025-08-04,Interviewed,Referral,46
A2018,C0217,J031,2024-08-15,Rejected,LinkedIn,79
A2019,C0217,J037,2024-02-09,Rejected,Careers Site,59
A2020,C0217,J040,2025-06-16,Rejected,LinkedIn,39
A2021,C0218,J040,2025-06-14,Shortlisted,LinkedIn,56
A2022,C0218,J017,2025-02-23,Rejected,LinkedIn,59
A2023,C0219,J011,2025-03-08,Interviewed,Careers Site,50
A2024,C0219,J010,2024-06-29,Interviewed,Job Portal,48
A2025,C0219,J025,2025-07-07,Interviewed,Campus,52
A2026,C0219,J012,2024-11-27,Rejected,Campus,41
A2027,C0219,J037,2025-07-18,Rejected,Job Portal,57
A2028,C0219,J009,2025-07-03,Rejected,Campus,57
A2029,C0219,J048,2024-08-12,Applied,Campus,34
A2030,C0220,J028,2025-07-18,Shortlisted,LinkedIn,33
A2031,C0221,J013,2025-03-02,Interviewed,Job Portal,50
A2032,C0221,J023,2024-05-17,Rejected,Campus,31
A2033,C0222,J046,2024-03-08,Rejected,Campus,53
A2034,C0222,J048,2024-06-07,Interviewed,Job Portal,73
A2035,C0222,J045,2025-06-29,Rejected,Job Portal,74
A2036,C0222,J014,2025-04-13,Interviewed,Job Portal,70
A2037,C0223,J022,2024-08-04,Applied,Careers Site,59
A2038,C0223,J007,2024-08-20,Rejected,LinkedIn,33
A2039,C0223,J006,2025-01-08,Interviewed,Campus,63
A2040,C0223,J032,2024-09-10,Rejected,Careers Site,62
A2041,C0224,J040,2024-01-16,Rejected,Job Portal,56
A2042,C0224,J033,2024-11-21,Rejected,Careers Site,42
A2043,C0224,J048,2024-02-08,Shortlisted,Careers Site,51
A2044,C0224,J003,2025-06-26,Rejected,Referral,48
A2045,C0225,J021,2024-01-03,Shortlisted,Careers Site,47
A2046,C0226,J013,2024-03-13,Rejected,Referral,59
A2047,C0226,J041,2024-11-21,Rejected,LinkedIn,60
A2048,C0226,J009,2024-07-13,Rejected,Job Portal,60
A2049,C0226,J021,2024-10-29,Interviewed,Careers Site,41
A2050,C0226,J032,2024-01-28,Interviewed,Job Portal,73
A2051,C0226,J015,2025-08-12,Rejected,LinkedIn,45
A2052,C0226,J043,2024-11-04,Applied,Careers Site,85
A2053,C0226,J004,2024-06-06,Interviewed,Careers Site,47
A2054,C0227,J048,2025-03-12,Rejected,LinkedIn,48
A2055,C0227,J034,2025-07-03,Applied,Job Portal,68
A2056,C0227,J046,2025-05-13,Rejected,LinkedIn,54
A2057,C0228,J044,2024-11-14,Interviewed,Job Portal,58
A2058,C0228,J018,2025-06-13,Interviewed,Referral,63
A2059,C0228,J020,2024-04-14,Rejected,Careers Site,47
A2060,C0229,J037,2024-10-26,Interviewed,Referral,73
A2061,C0230,J031,2024-11-04,Rejected,Job Portal,61
A2062,C0230,J049,2024-02-01,Rejected,Referral,30
A2063,C0230,J029,2024-03-23,Rejected,Campus,42
A2064,C0230,J021,2024-10-18,Shortlisted,Campus,37
A2065,C0230,J032,2024-11-21,Rejected,Referral,49
A2066,C0231,J028,2024-10-23,Interviewed,Job Portal,54
A2067,C0232,J030,2024-09-27,Rejected,Job Portal,62
A2068,C0232,J025,2024-01-07,Hired,Job Portal,49
A2069,C0232,J045,2024-10-21,Hired,LinkedIn,56
A2070,C0232,J048,2024-08-14,Rejected,Careers Site,63
A2071,C0232,J050,2024-08-01,Interviewed,LinkedIn,60
A2072,C0232,J017,2025-05-05,Interviewed,Referral,59
A2073,C0232,J013,2024-09-20,Interviewed,Job Portal,70
A2074,C0232,J042,2025-03-13,Interviewed,Campus,52
A2075,C0233,J042,2025-07-31,Rejected,Careers Site,82
A2076,C0233,J008,2024-08-12,Applied,Referral,53
A2077,C0234,J044,2025-07-02,Interviewed,Job Portal,60
A2078,C0234,J001,2024-06-18,Shortlisted,Job Portal,44
A2079,C0234,J047,2025-07-20,Rejected,Careers Site,39
A2080,C0234,J015,2025-02-15,Interviewed,Careers Site,69
A2081,C0235,J039,2024-02-15,Rejected,Careers Site,45
A2082,C0235,J050,2024-02-10,Rejected,Job Portal,60
A2083,C0235,J034,2024-12-31,Interviewed,Careers Site,44
A2084,C0235,J035,2025-08-03,Shortlisted,LinkedIn,52
A2085,C0235,J011,2024-01-26,Rejected,LinkedIn,73
A2086,C0235,J048,2024-04-12,Rejected,Campus,44
A2087,C0235,J026,2024-07-31,Rejected,Referral,50
A2088,C0235,J037,2025-03-31,Interviewed,LinkedIn,50
A2089,C0236,J001,2024-12-15,Rejected,LinkedIn,73
A2090,C0236,J008,2025-07-02,Interviewed,Job Portal,55
A2091,C0237,J041,2024-02-13,Rejected,Careers Site,78
A2092,C0237,J006,2025-07-20,Rejected,Careers Site,43
A2093,C0237,J038,2025-06-22,Rejected,Referral,56
A2094,C0237,J010,2024-07-28,Hired,Referral,59
A2095,C0237,J018,2025-04-11,Rejected,LinkedIn,54
A2096,C0237,J025,2024-03-15,Rejected,Campus,65
A2097,C0237,J011,2024-09-03,Applied,Careers Site,61
A2098,C0237,J030,2024-11-27,Applied,Careers Site,63
A2099,C0238,J018,2025-05-20,Shortlisted,Campus,58
A2100,C0239,J023,2025-02-22,Rejected,Job Portal,43
A2101,C0239,J011,2024-04-08,Shortlisted,Careers Site,47
A2102,C0239,J027,2024-09-13,Applied,Job Portal,48
A2103,C0239,J010,2024-05-29,Rejected,LinkedIn,56
A2104,C0240,J002,2025-04-24,Rejected,Job Portal,76
A2105,C0240,J046,2024-08-28,Interviewed,LinkedIn,53
A2106,C0240,J012,2025-07-29,Rejected,Job Portal,49
A2107,C0240,J025,2024-10-30,Interviewed,Job Portal,49
A2108,C0240,J029,2024-07-21,Rejected,LinkedIn,65
A2109,C0241,J024,2024-09-26,Shortlisted,Job Portal,97
A2110,C0241,J032,2024-03-18,Interviewed,Campus,57
A2111,C0241,J012,2024-08-15,Rejected,LinkedIn,60
A2112,C0241,J016,2025-07-11,Offered,Job Portal,31
A2113,C0241,J023,2024-12-11,Interviewed,Campus,80
A2114,C0242,J043,2025-04-12,Rejected,Job Portal,49
A2115,C0242,J007,2025-06-04,Interviewed,Campus,55
A2116,C0242,J026,2025-02-18,Rejected,Careers Site,57
A2117,C0242,J034,2024-03-19,Rejected,Campus,71
A2118,C0242,J032,2024-07-30,Rejected,Referral,64
A2119,C0242,J001,2025-08-02,Interviewed,Job Portal,60
A2120,C0242,J002,2025-02-28,Applied,Careers Site,79
A2121,C0243,J041,2024-07-17,Interviewed,Careers Site,72
A2122,C0243,J043,2024-09-09,Applied,Campus,44
A2123,C0243,J032,2024-08-11,Rejected,LinkedIn,57
A2124,C0243,J037,2024-08-03,Shortlisted,Job Portal,60
A2125,C0243,J022,2024-03-23,Rejected,Campus,62
A2126,C0244,J031,2025-04-06,Rejected,Job Portal,56
A2127,C0244,J041,2025-02-13,Rejected,Job Portal,40
A2128,C0244,J017,2024-10-01,Rejected,Job Portal,36
A2129,C0244,J047,2024-08-31,Rejected,Referral,44
A2130,C0244,J013,2025-03-26,Interviewed,Careers Site,51
A2131,C0244,J022,2024-01-30,Interviewed,Campus,42
A2132,C0244,J003,2025-06-27,Applied,Job Portal,72
A2133,C0244,J009,2024-12-25,Interviewed,Job Portal,47
A2134,C0245,J038,2024-07-15,Rejected,LinkedIn,68
A2135,C0245,J008,2025-01-26,Applied,LinkedIn,44
A2136,C0246,J011,2024-12-10,Interviewed,LinkedIn,62
A2137,C0246,J013,2024-08-24,Interviewed,Careers Site,70
A2138,C0246,J048,2025-04-23,Rejected,Campus,60
A2139,C0246,J026,2025-06-11,Shortlisted,Careers Site,71
A2140,C0246,J020,2024-02-20,Interviewed,Campus,57
A2141,C0246,J050,2025-01-26,Applied,Referral,47
A2142,C0246,J033,2024-03-13,Interviewed,LinkedIn,66
A2143,C0247,J013,2024-04-05,Applied,Job Portal,67
A2144,C0247,J011,2024-03-29,Interviewed,Job Portal,42
A2145,C0247,J034,2025-04-07,Shortlisted,Careers Site,41
A2146,C0247,J039,2025-05-30,Interviewed,Careers Site,68
A2147,C0248,J030,2025-08-08,Applied,Referral,55
A2148,C0248,J029,2025-06-07,Rejected,Careers Site,55
A2149,C0248,J018,2025-08-05,Rejected,Campus,35
A2150,C0248,J034,2025-06-10,Rejected,Careers Site,31
A2151,C0248,J042,2024-02-28,Applied,LinkedIn,59
A2152,C0248,J043,2024-04-05,Applied,LinkedIn,55
A2153,C0248,J050,2025-07-24,Rejected,Campus,31
A2154,C0248,J026,2024-08-04,Interviewed,Careers Site,47
A2155,C0249,J048,2024-03-23,Rejected,Careers Site,67
A2156,C0249,J038,2024-07-30,Rejected,LinkedIn,65
A2157,C0249,J050,2024-05-29,Rejected,LinkedIn,52
A2158,C0249,J011,2024-07-08,Shortlisted,Referral,58
A2159,C0250,J047,2024-02-01,Interviewed,LinkedIn,50
A2160,C0250,J028,2025-04-12,Interviewed,Job Portal,47
A2161,C0250,J040,2024-01-10,Rejected,Job Portal,60
A2162,C0250,J014,2025-06-12,Rejected,Campus,43
A2163,C0250,J043,2024-11-25,Rejected,LinkedIn,54
A2164,C0250,J031,2024-11-02,Rejected,LinkedIn,55
A2165,C0250,J004,2024-07-08,Applied,Careers Site,46
A2166,C0250,J029,2024-08-02,Rejected,Job Portal,42
A2167,C0251,J033,2024-04-29,Rejected,Careers Site,54
A2168,C0251,J046,2025-04-14,Applied,Careers Site,34
A2169,C0251,J042,2024-11-30,Rejected,Referral,56
A2170,C0252,J013,2024-08-02,Hired,Referral,46
A2171,C0252,J012,2025-07-05,Rejected,Referral,72
A2172,C0252,J020,2024-06-07,Rejected,Careers Site,62
A2173,C0252,J042,2025-06-30,Offered,Campus,35
A2174,C0252,J014,2025-04-30,Rejected,Job Portal,44
A2175,C0253,J003,2025-02-17,Rejected,Careers Site,42
A2176,C0253,J026,2024-01-25,Rejected,Job Portal,69
A2177,C0253,J007,2024-08-31,Offered,LinkedIn,30
A2178,C0253,J039,2025-05-18,Rejected,LinkedIn,45
A2179,C0253,J009,2025-01-29,Rejected,Campus,74
A2180,C0253,J018,2024-05-05,Rejected,Careers Site,69
A2181,C0253,J006,2025-07-13,Offered,Job Portal,45
A2182,C0253,J017,2024-11-10,Applied,Referral,73
A2183,C0254,J028,2024-12-27,Applied,Campus,55
A2184,C0254,J029,2024-11-20,Rejected,Job Portal,57
A2185,C0254,J026,2024-07-20,Rejected,Campus,50
A2186,C0254,J008,2024-03-28,Rejected,Careers Site,42
A2187,C0254,J002,2025-01-28,Applied,Careers Site,54
A2188,C0254,J019,2025-04-17,Rejected,Referral,30
A2189,C0255,J014,2024-12-25,Interviewed,LinkedIn,47
A2190,C0255,J031,2025-01-05,Interviewed,Job Portal,43
A2191,C0256,J028,2024-04-02,Rejected,Careers Site,34
A2192,C0256,J049,2025-04-21,Interviewed,Careers Site,72
A2193,C0257,J044,2024-05-20,Rejected,Campus,49
A2194,C0257,J041,2025-06-10,Rejected,LinkedIn,70
A2195,C0258,J043,2024-02-05,Rejected,Referral,54
A2196,C0259,J003,2024-10-23,Interviewed,Campus,40
A2197,C0259,J042,2024-12-31,Offered,Campus,46
A2198,C0259,J028,2024-05-05,Hired,LinkedIn,48
A2199,C0259,J014,2024-03-15,Rejected,Job Portal,47
A2200,C0259,J045,2024-02-09,Rejected,Campus,44
A2201,C0259,J048,2025-03-26,Interviewed,Campus,49
A2202,C0259,J030,2025-01-26,Applied,Careers Site,46
A2203,C0259,J016,2024-07-28,Interviewed,LinkedIn,48
A2204,C0260,J006,2024-11-21,Rejected,Referral,46
A2205,C0260,J008,2024-08-23,Shortlisted,LinkedIn,58
A2206,C0260,J003,2025-05-16,Interviewed,Campus,42
A2207,C0260,J001,2024-05-02,Rejected,Job Portal,30
A2208,C0260,J035,2025-07-10,Interviewed,Referral,73
A2209,C0260,J045,2024-02-16,Rejected,Referral,67
A2210,C0260,J048,2025-07-07,Rejected,Referral,30
A2211,C0261,J023,2024-12-19,Applied,Careers Site,45
A2212,C0262,J035,2024-06-16,Interviewed,Job Portal,70
A2213,C0262,J041,2024-02-26,Rejected,Job Portal,82
A2214,C0262,J040,2025-05-06,Rejected,LinkedIn,46
A2215,C0262,J007,2024-11-05,Rejected,Campus,41
A2216,C0262,J011,2024-05-24,Shortlisted,Careers Site,47
A2217,C0262,J024,2025-02-09,Rejected,Job Portal,57
A2218,C0263,J029,2024-03-22,Rejected,Job Portal,49
A2219,C0263,J017,2024-04-03,Applied,Campus,42
A2220,C0264,J009,2025-08-13,Interviewed,Job Portal,45
A2221,C0264,J022,2024-09-28,Interviewed,Referral,41
A2222,C0264,J040,2025-02-05,Rejected,Job Portal,58
A2223,C0265,J014,2025-04-28,Interviewed,Job Portal,47
A2224,C0265,J008,2024-04-09,Applied,Job Portal,47
A2225,C0265,J007,2024-12-01,Applied,Referral,61
A2226,C0265,J045,2025-02-12,Interviewed,Referral,50
A2227,C0265,J050,2024-06-17,Rejected,LinkedIn,46
A2228,C0265,J035,2024-05-31,Applied,Campus,57
A2229,C0265,J004,2025-07-13,Rejected,LinkedIn,58
A2230,C0265,J019,2024-10-11,Shortlisted,Job Portal,50
A2231,C0266,J004,2025-05-16,Rejected,Campus,37
A2232,C0266,J032,2024-01-20,Interviewed,LinkedIn,55
A2233,C0266,J040,2025-06-02,Applied,Campus,53
A2234,C0267,J042,2024-06-01,Offered,Job Portal,43
A2235,C0267,J011,2025-07-29,Offered,Job Portal,45
A2236,C0267,J038,2025-06-30,Interviewed,Campus,62
A2237,C0267,J046,2024-09-15,Rejected,Referral,36
A2238,C0268,J031,2025-06-02,Interviewed,LinkedIn,48
A2239,C0269,J005,2025-08-05,Rejected,LinkedIn,61
A2240,C0269,J012,2025-07-09,Rejected,Referral,61
A2241,C0269,J025,2024-01-20,Shortlisted,LinkedIn,74
A2242,C0270,J002,2025-01-06,Rejected,Referral,78
A2243,C0270,J048,2024-04-25,Rejected,Referral,54
A2244,C0270,J030,2024-08-22,Rejected,Job Portal,85
A2245,C0270,J037,2025-05-13,Applied,Job Portal,62
A2246,C0270,J017,2025-07-30,Rejected,Job Portal,82
A2247,C0271,J006,2024-12-22,Rejected,Referral,56
A2248,C0271,J002,2025-02-01,Shortlisted,LinkedIn,73
A2249,C0271,J027,2025-02-15,Interviewed,LinkedIn,61
A2250,C0271,J017,2025-03-01,Interviewed,Campus,88
A2251,C0271,J040,2024-12-30,Applied,LinkedIn,43
A2252,C0271,J041,2024-05-04,Shortlisted,LinkedIn,65
A2253,C0272,J005,2024-10-31,Applied,LinkedIn,57
A2254,C0272,J027,2024-07-12,Rejected,Careers Site,67
A2255,C0272,J047,2025-07-31,Rejected,Job Portal,30
A2256,C0272,J032,2024-08-28,Interviewed,Campus,60
A2257,C0272,J016,2024-01-17,Rejected,Careers Site,39
A2258,C0272,J024,2024-03-03,Applied,Careers Site,50
A2259,C0272,J003,2024-01-12,Interviewed,Referral,82
A2260,C0273,J013,2024-12-27,Rejected,LinkedIn,43
A2261,C0274,J004,2024-10-22,Rejected,Campus,90
A2262,C0274,J010,2024-06-26,Shortlisted,Careers Site,31
A2263,C0274,J047,2025-06-05,Interviewed,LinkedIn,58
A2264,C0274,J028,2025-03-09,Interviewed,LinkedIn,45
A2265,C0275,J044,2024-05-30,Rejected,Careers Site,30
A2266,C0275,J005,2024-07-04,Interviewed,Careers Site,49
A2267,C0275,J031,2024-09-02,Applied,LinkedIn,56
A2268,C0275,J003,2024-10-25,Applied,Referral,50
A2269,C0276,J043,2025-06-07,Offered,Campus,47
A2270,C0276,J037,2024-06-13,Rejected,Careers Site,32
A2271,C0276,J049,2024-12-01,Applied,LinkedIn,42
A2272,C0276,J044,2025-03-07,Rejected,Campus,49
A2273,C0277,J022,2025-02-07,Interviewed,Careers Site,49
A2274,C0277,J021,2025-01-24,Interviewed,Job Portal,33
A2275,C0277,J023,2024-02-10,Rejected,Campus,41
A2276,C0277,J027,2024-04-26,Rejected,LinkedIn,50
A2277,C0278,J030,2025-06-30,Rejected,Careers Site,57
A2278,C0278,J041,2025-01-21,Rejected,Campus,47
A2279,C0279,J039,2024-03-14,Interviewed,LinkedIn,58
A2280,C0279,J007,2024-10-08,Rejected,Campus,84
A2281,C0279,J045,2024-01-15,Rejected,LinkedIn,54
A2282,C0279,J011,2025-05-11,Hired,Careers Site,45
A2283,C0279,J025,2024-01-09,Shortlisted,Careers Site,49
A2284,C0279,J030,2024-11-17,Interviewed,Job Portal,49
A2285,C0279,J044,2024-03-31,Rejected,Careers Site,40
A2286,C0279,J021,2024-12-12,Offered,Job Portal,74
A2287,C0280,J047,2025-08-14,Shortlisted,LinkedIn,68
A2288,C0280,J025,2024-10-23,Interviewed,LinkedIn,69
A2289,C0280,J009,2024-08-18,Interviewed,Careers Site,60
A2290,C0280,J046,2025-01-11,Applied,Careers Site,44
A2291,C0280,J019,2024-09-18,Interviewed,Careers Site,37
A2292,C0280,J002,2024-02-19,Rejected,Job Portal,46
A2293,C0280,J018,2024-08-06,Rejected,Campus,65
A2294,C0281,J031,2025-05-18,Rejected,Referral,64
A2295,C0282,J033,2024-12-14,Rejected,Job Portal,31
A2296,C0282,J006,2025-02-07,Rejected,Campus,67
A2297,C0282,J020,2025-04-23,Interviewed,LinkedIn,61
A2298,C0282,J011,2025-08-02,Applied,Careers Site,33
A2299,C0282,J003,2024-03-25,Interviewed,Careers Site,32
A2300,C0282,J016,2025-08-05,Offered,LinkedIn,47
A2301,C0282,J050,2024-07-03,Interviewed,Job Portal,42
A2302,C0282,J030,2025-07-13,Offered,LinkedIn,45
A2303,C0283,J012,2024-04-12,Rejected,Careers Site,77
A2304,C0283,J050,2025-01-14,Rejected,Careers Site,61
A2305,C0284,J027,2024-10-25,Offered,Careers Site,67
A2306,C0284,J023,2025-07-16,Rejected,Careers Site,43
A2307,C0284,J047,2024-08-13,Applied,Careers Site,81
A2308,C0284,J009,2024-05-06,Rejected,Job Portal,83
A2309,C0285,J047,2024-09-06,Rejected,Job Portal,48
A2310,C0286,J009,2025-07-26,Rejected,Job Portal,48
A2311,C0286,J039,2024-11-02,Rejected,Careers Site,35
A2312,C0286,J017,2025-05-30,Applied,Careers Site,46
A2313,C0286,J040,2025-04-25,Interviewed,Careers Site,48
A2314,C0286,J021,2024-01-21,Rejected,Referral,39
A2315,C0286,J015,2024-08-21,Offered,Job Portal,41
A2316,C0286,J043,2024-08-24,Shortlisted,LinkedIn,48
A2317,C0287,J041,2025-04-11,Rejected,Careers Site,38
A2318,C0287,J026,2024-02-15,Interviewed,Campus,60
A2319,C0287,J007,2024-02-06,Offered,LinkedIn,59
A2320,C0287,J047,2024-09-08,Rejected,LinkedIn,45
A2321,C0287,J005,2024-06-04,Applied,Campus,46
A2322,C0287,J011,2024-01-04,Interviewed,Referral,40
A2323,C0287,J006,2025-02-18,Interviewed,LinkedIn,55
A2324,C0287,J024,2024-06-08,Rejected,Careers Site,51
A2325,C0288,J023,2025-05-11,Rejected,Campus,51
A2326,C0288,J031,2024-02-16,Interviewed,Careers Site,54
A2327,C0288,J028,2024-02-01,Rejected,Job Portal,54
A2328,C0289,J002,2025-05-05,Rejected,Referral,42
A2329,C0289,J029,2025-04-22,Rejected,Job Portal,57
A2330,C0290,J029,2025-05-04,Shortlisted,LinkedIn,58
A2331,C0290,J033,2025-07-05,Rejected,Referral,50
A2332,C0290,J036,2025-02-09,Applied,Campus,32
A2333,C0291,J046,2024-12-05,Rejected,Campus,33
A2334,C0292,J017,2025-07-01,Rejected,Job Portal,61
A2335,C0292,J034,2024-01-08,Applied,Referral,72
A2336,C0292,J003,2025-02-16,Rejected,Job Portal,47
A2337,C0292,J004,2024-10-08,Rejected,LinkedIn,46
A2338,C0292,J020,2024-03-19,Rejected,Campus,42
A2339,C0292,J002,2025-02-10,Rejected,Job Portal,66
A2340,C0293,J012,2024-07-09,Interviewed,Job Portal,30
A2341,C0293,J037,2024-12-10,Rejected,Careers Site,38
A2342,C0293,J003,2024-04-18,Rejected,Campus,60
A2343,C0293,J042,2024-03-11,Rejected,Campus,68
A2344,C0294,J035,2025-01-01,Interviewed,Careers Site,58
A2345,C0294,J023,2025-03-23,Interviewed,Campus,57
A2346,C0294,J026,2024-04-08,Applied,Careers Site,37
A2347,C0294,J017,2024-01-05,Rejected,Campus,45
A2348,C0294,J002,2025-08-02,Rejected,Careers Site,48
A2349,C0295,J009,2024-12-06,Shortlisted,Careers Site,95
A2350,C0295,J028,2025-02-24,Shortlisted,LinkedIn,48
A2351,C0295,J031,2024-01-22,Rejected,Job Portal,67
A2352,C0295,J025,2025-03-29,Applied,LinkedIn,53
A2353,C0295,J035,2024-10-15,Rejected,Job Portal,54
A2354,C0295,J008,2024-12-05,Applied,Campus,45
A2355,C0296,J041,2025-06-23,Rejected,LinkedIn,55
A2356,C0296,J038,2024-07-18,Rejected,Careers Site,61
A2357,C0296,J003,2024-09-04,Rejected,Job Portal,50
A2358,C0296,J044,2024-11-22,Rejected,Careers Site,58
A2359,C0296,J007,2024-11-25,Rejected,LinkedIn,49
A2360,C0297,J034,2025-08-12,Rejected,Job Portal,84
A2361,C0297,J043,2024-09-22,Rejected,Careers Site,61
A2362,C0297,J021,2024-05-27,Applied,Campus,49
